#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Leishmania major	5664	PRJNA763067	763067	Protists	Kinetoplasts	32.8548	59.6469	GCA_020783415.1	chromosome 1:CP086024.1; chromosome 2:CP086025.1; chromosome 3:CP086026.1; chromosome 4:CP086027.1; chromosome 5:CP086028.1; chromosome 6:CP086029.1; chromosome 7:CP086030.1; chromosome 8:CP086031.1; chromosome 9:CP086032.1; chromosome 10:CP086033.1; chromosome 11:CP086034.1; chromosome 12:CP086035.1; chromosome 13:CP086036.1; chromosome 14:CP086037.1; chromosome 15:CP086038.1; chromosome 16:CP086039.1; chromosome 17:CP086040.1; chromosome 18:CP086041.1; chromosome 19:CP086042.1; chromosome 20:CP086043.1; chromosome 21:CP086044.1; chromosome 22:CP086045.1; chromosome 23:CP086046.1; chromosome 24:CP086047.1; chromosome 25:CP086048.1; chromosome 26:CP086049.1; chromosome 27:CP086050.1; chromosome 28:CP086051.1; chromosome 29:CP086052.1; chromosome 30:CP086053.1; chromosome 31:CP086054.1; chromosome 32:CP086055.1; chromosome 33:CP086056.1; chromosome 34:CP086057.1; chromosome 35:CP086058.1; chromosome 36:CP086059.1	-	36	-	-	7/11/2021	7/11/2021	Chromosome	A Global Network for Neglected Tropical Diseases	SAMN21422215
Trypanosoma brucei equiperdum	630700	PRJNA477427	477427	Protists	Kinetoplasts	26.9917	46.2229	GCA_003543875.1	chromosome 1:CM010672.1; chromosome 2:CM010673.1; chromosome 3:CM010674.1; chromosome 4:CM010675.1; chromosome 5:CM010676.1; chromosome 6:CM010677.1; chromosome 7:CM010678.1; chromosome 8:CM010679.1; chromosome 9:CM010680.1; chromosome 10:CM010681.1; chromosome 11:CM010682.1	QSBY01	18	10293	7718	10/9/2018	11/9/2018	Chromosome	Obihiro University of Agriculture and Veterinary Medicine	SAMN09469700
Eimeria tenella strain Houghton	413949	PRJNA364	364	Protists	Apicomplexans	1.38246	49.4	GCA_000002835.1	chromosome 1:AM269894.1	-	2	218	216	16/6/2006	27/2/2015	Chromosome	Sanger Institute	SAMEA3138174
Phytophthora infestans	4787	PRJNA592863	592863	Protists	Other Protists	200.674	51.4	GCA_012295175.1	-	WSZM01	1510	21003	20172	14/4/2020	27/4/2020	Contig	Rural Development Administration	SAMN13441166
Leishmania braziliensis	5660	PRJNA814324	814324	Protists	Kinetoplasts	33.5039	58.0061	GCA_024505685.1	chromosome 1:CM044709.1; chromosome 2:CM044710.1; chromosome 3:CM044711.1; chromosome 4:CM044712.1; chromosome 5:CM044713.1; chromosome 6:CM044714.1; chromosome 7:CM044715.1; chromosome 8:CM044716.1; chromosome 9:CM044717.1; chromosome 10:CM044718.1; chromosome 11:CM044719.1; chromosome 12:CM044720.1; chromosome 13:CM044721.1; chromosome 14:CM044722.1; chromosome 15:CM044723.1; chromosome 16:CM044724.1; chromosome 17:CM044725.1; chromosome 18:CM044726.1; chromosome 19:CM044727.1; chromosome 20:CM044728.1; chromosome 21:CM044729.1; chromosome 22:CM044730.1; chromosome 23:CM044731.1; chromosome 24:CM044732.1; chromosome 25:CM044733.1; chromosome 26:CM044734.1; chromosome 27:CM044735.1; chromosome 28:CM044736.1; chromosome 29:CM044737.1; chromosome 30:CM044738.1; chromosome 31:CM044739.1; chromosome 32:CM044740.1; chromosome 33:CM044741.1; chromosome 34:CM044742.1; chromosome 35:CM044743.1	JAMFLV01	51	8373	7459	1/8/2022	2/8/2022	Chromosome	UFMG	SAMN26547435
Trypanosoma vivax Y486	1055687	PRJNA12957	12957	Protists	Kinetoplasts	24.7793	53.6	GCA_000227375.1	-	CAEX01	8277	4059	3790	8/8/2011	8/8/2011	Contig	The Sanger Institute	SAMEA3138398
Plasmodium vinckei brucechwatti	119398	PRJEB19355	388626	Protists	Apicomplexans	19.2068	23.1016	GCA_903994205.1	chromosome PVBDA_01:LR865379.1; chromosome PVBDA_02:LR865380.1; chromosome PVBDA_03:LR865381.1; chromosome PVBDA_04:LR865382.1; chromosome PVBDA_05:LR865383.1; chromosome PVBDA_06:LR865384.1; chromosome PVBDA_07:LR865385.1; chromosome PVBDA_08:LR865386.1; chromosome PVBDA_09:LR865387.1; chromosome PVBDA_10:LR865388.1; chromosome PVBDA_11:LR865389.1; chromosome PVBDA_12:LR865390.1; chromosome PVBDA_13:LR865391.1; chromosome PVBDA_14:LR865392.1; mitochondrion PVBDA_MIT:LR865394.1; apicoplast PVBDA_API:LR865393.1	-	16	5332	5225	6/8/2020	6/8/2020	Complete Genome	King Abdullah University of Science and Technology	SAMEA7128593
Blastocystis sp. subtype 3	944168	PRJNA855474	855474	Protists	Other Protists	12.1182	52	GCA_025449415.1	-	JANPWR01	824	-	-	28/9/2022	28/9/2022	Scaffold	Dalhousie University	SAMN29493205
Symbiodinium sp. CCMP2456	1519616	PRJEB34894	629173	Protists	Other Protists	694.902	49.7	GCA_905221635.1	-	CAJNDV01	37772	32053	32053	18/2/2021	18/2/2021	Scaffold	"Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland"	SAMEA6359014
Caenorhabditis sp. 38 MB-2015	1729975	PRJEB11354	298397	Animals	Roundworms	100.372	34.8	GCA_900536415.3	-	UNPQ02	4890	-	-	29/8/2018	9/4/2019	Scaffold	"Nematode and Neglected Genomics, IEB, University of Edinburgh"	SAMEA4843592
Plasmodium sp. gorilla clade G1	880534	PRJEB13584	445524	Protists	Apicomplexans	24.9826	19.4884	GCA_900095595.1	chromosome 1:LT963414.1; chromosome 2:LT963415.1; chromosome 3:LT963416.1; chromosome 4:LT963417.1; chromosome 5:LT963418.1; chromosome 6:LT963419.1; chromosome 7:LT963420.1; chromosome 8:LT963421.1; chromosome 9:LT963422.1; chromosome 10:LT963423.1; chromosome 11:LT963424.1; chromosome 12:LT963425.1; chromosome 13:LT963426.1; chromosome 14:LT963427.1	FMIP01	53	6201	5888	25/3/2018	25/3/2018	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA2711195
Globisporangium irregulare DAOM BR486	1223557	PRJNA169053	169053	Protists	Other Protists	42.9681	53.6	GCA_000387425.2	-	AKXZ02	5887	-	-	2/5/2013	11/8/2014	Scaffold	Michigan State University	SAMN02981432
Phytophthora lateralis MPF6	1249587	PRJNA178937	178937	Protists	Other Protists	49.0253	53.3	GCA_000338795.2	-	ANHN02	5864	-	-	8/2/2013	27/10/2015	Scaffold	University of Exeter	SAMN02981477
Hexactinellida sp. DTS-2022	2996061	PRJNA906053	906053	Protists	Other Protists	112.398	36.4	GCA_028753945.1	-	JAPNXP01	18	-	-	21/2/2023	21/2/2023	Scaffold	Monterey Bay Aquarium Research Institute	SAMN31792537
Mansonella sp. 'DEUX'	1719275	PRJEB57801	910452	Animals	Roundworms	79.5999	30.4	GCA_948294485.1	-	CAOIUN01	7141	-	-	16/1/2023	18/1/2023	Scaffold	Institute of Tropical Medicine	SAMEA112156550
Leishmania sp. MAR LEM2494	1303197	PRJNA192703	192703	Protists	Kinetoplasts	30.814	59.5842	GCA_000409445.2	chromosome 1:CM004312.1; chromosome 2:CM004313.1; chromosome 3:CM004314.1; chromosome 4:CM004315.1; chromosome 5:CM004316.1; chromosome 6:CM004317.1; chromosome 7:CM004318.1; chromosome 8:CM004319.1; chromosome 9:CM004320.1; chromosome 10:CM004321.1; chromosome 11:CM004322.1; chromosome 12:CM004323.1; chromosome 13:CM004324.1; chromosome 14:CM004325.1; chromosome 15:CM004326.1; chromosome 16:CM004327.1; chromosome 17:CM004328.1; chromosome 18:CM004329.1; chromosome 19:CM004330.1; chromosome 20:CM004331.1; chromosome 21:CM004332.1; chromosome 22:CM004333.1; chromosome 23:CM004334.1; chromosome 24:CM004335.1; chromosome 25:CM004336.1; chromosome 26:CM004337.1; chromosome 27:CM004338.1; chromosome 28:CM004339.1; chromosome 29:CM004340.1; chromosome 30:CM004341.1; chromosome 31:CM004342.1; chromosome 32:CM004343.1; chromosome 33:CM004344.1; chromosome 34:CM004345.1; chromosome 35:CM004346.1; chromosome 36:CM004347.1	ATAD02	251	-	-	7/6/2013	17/5/2016	Chromosome	Kinetoplastid Genomes Consortium	SAMN04576851
Cryptosporidium sp. chipmunk LX-2015	1603071	PRJNA272389	272389	Protists	Apicomplexans	9.50978	31.9	GCA_000831705.1	-	JXRN01	853	-	-	3/2/2015	3/2/2015	Contig	Centers for Disease Control and Prevention	SAMN03281121
Oscheius sp. G VE-2021	2881407	PRJNA768871	768871	Animals	Roundworms	128.887	41.1	GCA_022343465.1	-	JAJQXH01	86	-	-	18/2/2022	18/2/2022	Contig	University of Alabama	SAMN22068592
Trichinella sp. T6	92179	PRJNA257433	257433	Animals	Roundworms	50.8537	33.5	GCA_001447435.1	-	JYDK01	5951	15241	19518	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949481
Stramenopiles sp. TOSAG41-1	1735744	PRJEB6603	253557	Protists	Other Protists	30.0448	40.5	GCA_900128575.1	-	FQSI01	9021	-	-	25/11/2016	25/11/2016	Scaffold	Genoscope	SAMEA3727699
Peronospora belbahrii	622444	PRJEB20871	481277	Protists	Other Protists	35.394	37.5	GCA_902712285.1	-	CACTHD01	2780	-	-	16/12/2019	16/12/2019	Scaffold	"LOEWE Excellence Cluster for Integrative Fungal Research (IPF), Biodiversity and Climate Research Center, Senckenberg Gesellschaft f.r Naturforschung, and Goethe University Frankfurt am Main"	SAMEA4378488
Phytophthora palmivora var. palmivora	611791	PRJNA318026	318026	Protists	Other Protists	107.773	48.7	GCA_002911725.1	-	NCKW01	24809	27163	24674	2/2/2018	2/2/2018	Scaffold	Beltsville Agricultural Research Center	SAMN04632378
Trypanosomatidae sp. Fi-14	2582832	PRJNA543408	543408	Protists	Kinetoplasts	22.9741	59.1	GCA_023091115.1	-	JAKVQF01	19120	-	-	22/4/2022	22/4/2022	Scaffold	Biology Centre CAS	SAMN11665855
Nannochloropsis salina CCMP537	1027362	PRJNA62503	62503	Protists	Other Protists	23.055	54	GCA_004335465.1	-	AFGJ01	2572	-	-	8/3/2019	8/3/2019	Scaffold	"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences"	SAMN06007265
Globisporangium ultimum var. sporangiiferum BR650	1223559	PRJNA169055	169055	Protists	Other Protists	37.6314	51.1	GCA_000387525.2	-	AKYB02	5482	-	-	2/5/2013	11/8/2014	Scaffold	Michigan State University	SAMN02981434
Schistosoma bovis	6184	PRJNA451066	451066	Animals	Flatworms	373.478	33.1998	GCA_003958945.1	mitochondrion MT:CM014335.1	QMKO01	4774	11601	11576	21/12/2018	15/2/2019	Scaffold	University of Queensland	SAMN08957538
Amoebophrya sp. AT5.2	1775427	PRJNA306142	306142	Protists	Other Protists	85.5576	55.9	GCA_005223375.1	-	RXOD01	13796	-	-	7/5/2019	7/5/2019	Contig	Alfred-Wegener-Institut Helmholtz-Zentrum for Polar- und Meeresforschung	SAMN04347383
Panagrolaimus sp. LJ2414	2950588	PRJNA845886	845886	Animals	Roundworms	217.946	30.2	GCA_024447195.1	-	JAMRXY01	323	-	-	26/7/2022	26/7/2022	Contig	Seoul National University	SAMN28864280
Eimeria sp. OTU-Y	2052604	PRJEB40060	734224	Protists	Apicomplexans	58.0198	49.5	GCA_904066245.1	-	CAJFCZ01	40800	-	-	2/6/2021	2/6/2021	Scaffold	Royal Veterinary College	SAMEA7277333
Acanthamoeba sp. SK_2022c	2919603	PRJNA795591	795591	Protists	Other Protists	15.6969	60.5	GCA_027944975.1	-	JANDKB01	20778	-	-	23/1/2023	23/1/2023	Contig	Post Graduate Institute of Medical Education and R	SAMN24433777
Phytophthora vignae f. sp. adzukicola	246205	PRJNA626502	626502	Protists	Other Protists	84.0319	55	GCA_016169935.1	-	JABJUN01	203	-	-	21/12/2020	21/12/2020	Contig	Crop Sciences of CAAS	SAMN14648107
Panagrolaimus sp. ES5	591445	PRJEB32708	556175	Animals	Roundworms	90.241	28.4	GCA_901766855.1	-	CABFKO01	25284	-	-	30/7/2019	30/7/2019	Scaffold	UNIVERSITY COLLEGE LONDON	SAMEA5663851
Trichinella sp. 17WV049-YT159	2600093	PRJNA557433	557433	Animals	Roundworms	59.1904	34	GCA_011764315.1	-	VOSH01	12493	-	-	27/3/2020	27/3/2020	Scaffold	USDA-Agricultural Research Service	SAMN12414064
Oscheius sp. MCB	1523172	PRJNA275059	275059	Animals	Roundworms	38.3213	42.7	GCA_000934875.1	-	JYHL01	11377	-	-	26/2/2015	26/2/2015	Contig	University of the Witwatersrand	SAMN03339017
Phytopythium vexans DAOM BR484	1223560	PRJNA169057	169057	Protists	Other Protists	33.8449	58.7	GCA_000387545.2	-	AKYC02	3685	-	-	2/5/2013	11/8/2014	Scaffold	Michigan State University	SAMN02981435
Leishmania sp. AIIMS/LM/SS/PKDL/LD-974	1638716	PRJNA280137	280137	Protists	Kinetoplasts	27.8483	55.8	GCA_000981925.2	-	LBGS02	1100	-	-	29/4/2015	30/7/2015	Contig	All India Institute Of Medical Science	SAMN03457191
Auanema sp. JU1783	2878363	PRJEB51845	821810	Animals	Roundworms	59.6981	33.5	GCA_943334845.2	-	CALQYR02	7511	11040	13149	1/6/2022	21/11/2022	Scaffold	UNIVERSITY OF WARWICK	SAMEA14201021
Cladorhizidae sp. MBARI D1340-BT2	2732015	PRJNA902689	902689	Protists	Other Protists	857.639	41.6	GCA_028752905.1	-	JAQNBH01	326	-	-	21/2/2023	21/2/2023	Scaffold	Monterey Bay Aquarium Research Institute	SAMN26867546
Phytophthora lateralis MPF4	1254522	PRJNA177508	177508	Protists	Other Protists	45.9481	55.4	GCA_000318465.3	-	AMZP02	6194	-	-	10/12/2012	27/10/2015	Scaffold	University of Exeter	SAMN02981469
Plasmodium sp. gorilla clade G3	880536	PRJEB13584	445524	Protists	Apicomplexans	21.84	19.3269	GCA_900097035.1	chromosome 1:LT969550.1; chromosome 2:LT969551.1; chromosome 3:LT969552.1; chromosome 4:LT969553.1; chromosome 5:LT969554.1; chromosome 6:LT969555.1; chromosome 7:LT969556.1; chromosome 8:LT969557.1; chromosome 9:LT969558.1; chromosome 10:LT969559.1; chromosome 11:LT969560.1; chromosome 12:LT969561.1; chromosome 13:LT969562.1; chromosome 14:LT969563.1	FMKE01	97	5373	5097	25/3/2018	25/3/2018	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3469516
Caenorhabditis sp. 26 LS-2015	1737333	PRJEB12596	310586	Animals	Roundworms	101.086	38.3	GCA_900536285.3	-	UNPC02	3127	-	-	29/8/2018	9/4/2019	Scaffold	"Nematode and Neglected Genomics, IEB, University of Edinburgh"	SAMEA4839303
Symbiodinium sp. KB8	230985	PRJEB34894	629173	Protists	Other Protists	813.744	51.3	GCA_905221625.1	-	CAJNDU01	67937	42650	42650	18/2/2021	18/2/2021	Scaffold	"Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland"	SAMEA6358992
Blastocystis sp. subtype 6	944208	PRJNA275578	275578	Protists	Other Protists	15.4178	43.1	GCA_000963415.1	-	JZRM01	879	-	-	25/3/2015	25/3/2015	Scaffold	Statens Serum Institut	SAMN03350149
Plasmodium vinckei lentum	138297	PRJEB19355	388626	Protists	Apicomplexans	19.3415	23.2494	GCA_903994225.1	chromosome PVLDE_01:LR865363.1; chromosome PVLDE_02:LR865364.1; chromosome PVLDE_03:LR865365.1; chromosome PVLDE_04:LR865366.1; chromosome PVLDE_05:LR865367.1; chromosome PVLDE_06:LR865368.1; chromosome PVLDE_07:LR865369.1; chromosome PVLDE_08:LR865370.1; chromosome PVLDE_09:LR865371.1; chromosome PVLDE_10:LR865372.1; chromosome PVLDE_11:LR865373.1; chromosome PVLDE_12:LR865374.1; chromosome PVLDE_13:LR865375.1; chromosome PVLDE_14:LR865376.1; mitochondrion PVLDE_MIT:LR865378.1; apicoplast PVLDE_API:LR865377.1	-	16	5351	5247	6/8/2020	6/8/2020	Chromosome	King Abdullah University of Science and Technology	SAMEA7129637
Plasmodium chabaudi adami	5826	PRJEB11993	305111	Protists	Apicomplexans	19.3504	23.5772	GCA_900095565.1	chromosome 1:LT608195.1; chromosome 2:LT608196.1; chromosome 3:LT608197.1; chromosome 4:LT608198.1; chromosome 5:LT608199.1; chromosome 6:LT608200.1; chromosome 7:LT608201.1; chromosome 8:LT608202.1; chromosome 9:LT608203.1; chromosome 10:LT608204.1; chromosome 11:LT608205.1; chromosome 12:LT608206.1; chromosome 13:LT608207.1; chromosome 14:LT608208.1	FMIO01	661	5596	5378	20/9/2016	20/9/2016	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA858183
Entamoeba histolytica DS4-868	885310	PRJNA51259	51259	Protists	Other Protists	19.7567	24.3	GCA_018466815.1	-	JAHDTM01	1177	-	-	24/5/2021	21/6/2021	Contig	J. Craig Venter Institute	SAMN00119852
Trypanosoma brucei	5691	PRJNA723622	723622	Protists	Kinetoplasts	64.1143	42.8038	GCA_019096175.1	chromosome 1:CM032576.1; chromosome 2:CM032577.1; chromosome 3:CM032578.1; chromosome 4:CM032579.1; chromosome 5:CM032580.1; chromosome 6:CM032581.1; chromosome 7:CM032582.1; chromosome 8:CM032583.1; chromosome 9:CM032584.1; chromosome 10:CM032585.1; chromosome 11:CM032586.1	JAGUQU01	696	-	-	2/7/2021	2/7/2021	Chromosome	University of Bern	SAMN18827134
Leishmania major strain SD 75.1	860570	PRJNA50303	50303	Protists	Kinetoplasts	31.2428	59.5	GCA_000250755.2	-	AFZI01	36	-	-	28/2/2012	6/8/2014	Scaffold	WUGSC	SAMN02953800
Leishmania major strain LV39c5	860569	PRJNA50301	50301	Protists	Kinetoplasts	32.3275	59.3	GCA_000331345.1	-	AODR01	849	-	-	9/1/2013	4/8/2014	Scaffold	WUGSC	SAMN01129976
Trypanosoma brucei brucei	5702	PRJEB18945	487859	Protists	Kinetoplasts	52.5651	43.8	GCA_900497135.1	-	UFQF01	400	-	-	29/8/2018	29/8/2018	Scaffold	INSTITUTE FOR MOLECULAR INFECTION BIOLOGY	SAMEA4786365
Entamoeba histolytica MS96-3382	885314	PRJNA51261	51261	Protists	Other Protists	19.0155	24.3	GCA_020283505.1	-	JAHQXH01	1166	-	-	5/10/2021	5/10/2021	Contig	J. Craig Venter Institute	SAMN00119853
Theileria parva lawrencei	1148490	PRJNA656583	656583	Protists	Apicomplexans	8.36385	34.1	GCA_014884895.1	-	JACXXB01	126	-	-	13/10/2020	13/10/2020	Contig	University of Maryland School of Medicine	SAMN15466804
Leishmania braziliensis MHOM/BR/75/M2903	1295825	PRJNA165955	165955	Protists	Kinetoplasts	35.2101	56.9971	GCA_000340355.2	chromosome 1:CM007279.1; chromosome 2:CM007280.1; chromosome 3:CM007281.1; chromosome 4:CM007282.1; chromosome 5:CM007283.1; chromosome 6:CM007284.1; chromosome 7:CM007285.1; chromosome 8:CM007286.1; chromosome 9:CM007287.1; chromosome 10:CM007288.1; chromosome 11:CM007289.1; chromosome 12:CM007290.1; chromosome 13:CM007291.1; chromosome 14:CM007292.1; chromosome 15:CM007293.1; chromosome 16:CM007294.1; chromosome 17:CM007295.1; chromosome 18:CM007296.1; chromosome 19:CM007297.1; chromosome 20:CM007298.1; chromosome 21:CM007299.1; chromosome 22:CM007300.1; chromosome 23:CM007301.1; chromosome 24:CM007302.1; chromosome 25:CM007303.1; chromosome 26:CM007304.1; chromosome 27:CM007305.1; chromosome 28:CM007306.1; chromosome 29:CM007307.1; chromosome 30:CM007308.1; chromosome 31:CM007309.1; chromosome 32:CM007310.1; chromosome 33:CM007311.1; chromosome 34:CM007312.1; chromosome 35:CM007313.1	AOSE02	744	-	-	12/2/2013	30/9/2016	Chromosome	Kinetoplastid Genomes Consortium	SAMN04576869
Nannochloropsis oceanica strain IMET1	1333499	PRJNA202418	202418	Protists	Other Protists	31.5046	47.8	GCA_001870945.1	-	MPCS01	293	-	-	9/11/2016	9/11/2016	Scaffold	"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences"	SAMN03273366
Plasmodium vinckei	5860	PRJEB19355	388626	Protists	Apicomplexans	19.5331	23.1007	GCA_903994265.1	chromosome PVSEL_01:LR865422.1; chromosome PVSEL_02:LR865423.1; chromosome PVSEL_03:LR865424.1; chromosome PVSEL_04:LR865425.1; chromosome PVSEL_05:LR865426.1; chromosome PVSEL_06:LR865427.1; chromosome PVSEL_07:LR865428.1; chromosome PVSEL_08:LR865429.1; chromosome PVSEL_09:LR865430.1; chromosome PVSEL_10:LR865431.1; chromosome PVSEL_11:LR865432.1; chromosome PVSEL_12:LR865433.1; chromosome PVSEL_13:LR865434.1; chromosome PVSEL_14:LR865435.1; mitochondrion PVSEL_MIT:LR865437.1; apicoplast PVSEL_API:LR865436.1	-	16	5386	5282	6/8/2020	6/8/2020	Chromosome	King Abdullah University of Science and Technology	SAMEA7130172
Blastocystis sp. subtype 8	429571	PRJNA855474	855474	Protists	Other Protists	12.6974	39.7	GCA_027406425.1	-	JANPWN01	973	-	-	27/12/2022	27/12/2022	Scaffold	Dalhousie University	SAMN29493210
Caenorhabditis sp. 31 LS-2015	1737334	PRJEB12600	310587	Animals	Roundworms	104.047	36.1	GCA_900536295.3	-	UNPD02	3222	-	-	29/8/2018	9/4/2019	Scaffold	"Nematode and Neglected Genomics, IEB, University of Edinburgh"	SAMEA4838775
Leishmania tropica L590	1206058	PRJNA169676	169676	Protists	Kinetoplasts	32.989	59.3	GCA_000410715.1	-	ATAT01	448	-	-	11/6/2013	6/8/2014	Scaffold	Kinetoplastid Genomes Consortium	SAMN02953854
Phytophthora lateralis SMST21	1249586	PRJNA178938	178938	Protists	Other Protists	46.9654	53	GCA_000338815.2	-	ANHO02	5862	-	-	8/2/2013	27/10/2015	Scaffold	University of Exeter	SAMN02981478
Rotaria sp. Silwood1	2762511	PRJEB43238	705345	Protists	Other Protists	475.794	30.5	GCA_905250075.1	-	CAJNOP01	18466	70184	70339	5/3/2021	5/3/2021	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8116333
Bunonema sp. RGD898	2761626	PRJNA655932	655932	Animals	Roundworms	34.1322	54.8	GCA_014805405.1	-	JACMII01	10034	-	-	30/9/2020	30/9/2020	Scaffold	Indiana University	SAMN15760647
Oscheius sp. TEL-2014	1573569	PRJNA300865	300865	Animals	Roundworms	117.474	42.2	GCA_001513535.1	-	LNBV01	73786	-	-	12/1/2016	14/4/2016	Scaffold	University of the Witwatersrand	SAMN04230445
Plasmodium ovale curtisi	864141	PRJEB12678	317845	Protists	Apicomplexans	38.01	27.7	GCA_900088565.1	-	FLQU01	2227	8813	8625	15/6/2016	15/6/2016	Scaffold	King Abdullah University of Science and Technology	SAMEA3867550
Panagrolaimus sp. PS1579	310962	PRJEB32708	556175	Animals	Roundworms	48.8029	29.8	GCA_901779485.1	-	CABFKQ01	23474	-	-	30/7/2019	30/7/2019	Scaffold	UNIVERSITY COLLEGE LONDON	SAMEA5664306
Panagrolaimus sp. PS1159	55785	PRJEB32708	556175	Animals	Roundworms	84.9571	27.6	GCA_901765195.1	-	CABFKM01	17628	-	-	30/7/2019	30/7/2019	Scaffold	UNIVERSITY COLLEGE LONDON	SAMEA5663850
Rotaria sp. Silwood2	2762512	PRJEB43239	705346	Protists	Other Protists	296.468	31	GCA_905329745.1	-	CAJNSZ01	30050	48457	48379	5/3/2021	5/3/2021	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117369
Caenorhabditis sp. 32 LS-2015	1737335	PRJEB12601	310588	Animals	Roundworms	65.0989	46.4	GCA_900536325.3	-	UNPH02	2044	-	-	29/8/2018	9/4/2019	Scaffold	"Nematode and Neglected Genomics, IEB, University of Edinburgh"	SAMEA4839304
Blastocystis sp. subtype 7	1076755	PRJNA855474	855474	Protists	Other Protists	12.2727	47	GCA_027406465.1	-	JANPWQ01	852	-	-	27/12/2022	27/12/2022	Scaffold	Dalhousie University	SAMN29493213
Nannochloropsis oceanica OZ-1	1027359	PRJNA65101	65101	Protists	Other Protists	28.0219	53.7	GCA_001614235.1	-	AFGK01	1871	-	-	8/4/2016	8/4/2016	Contig	"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences"	SAMN04613693
Phytophthora parasitica P1976	1317066	PRJNA181333	181333	Protists	Other Protists	54.8843	49.6	GCA_000365525.1	-	ANJA01	5293	23241	28082	16/4/2013	4/8/2014	Contig	Broad Institute	SAMN01816559
